,image,ground_truth,trocr,qwenv2.5_3B,qwenv2.5_7B,smolvlm2,siglib2
174,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1425x158 at 0x749AAE793CD0>,ضِفَّة النَهْرِ لَوْحاتِ رَسَمَها وَأَنْغ وَيْ (رسام صِينِيٌّ,,"""صفحة المدير لوحات رسمكها وانغ روي (رسام صيني)""",,,
175,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1534x199 at 0x749AAE7A0290>,مَعْبُوده الفِينِيقِيِّينَ الَّتِي كانُوا يُقَدِّمُونَ الذَبائِح البَشَرِيَّةِ وَالَّتِي,,"""لِلْفِسَقَةِ أُتيحُ كُنودًا يَكْتَمُونَ الْبَدَائِحَ النَّشْرِيَّةَ وَأُتيحيُّهُمْ""",,,
176,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=411x124 at 0x749AAE7A0810>,الصِينِ هٰذا العام.,,الصين هذا العام.,,,
177,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=864x117 at 0x749AAE7A0D90>,مَذْهَبٍ الغالِبِيَّةِ الَّتِي تَجْعَل بِدايَةِ هٰذا التَقْوِيمِ سَنَةً,,"""وَهُمْ أَحَدٌ يُجْدِدُ بِيَاءَةً فِي الْأَسْفُرِ بِمَا سَتَقُولُونَ""",,,
178,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=676x137 at 0x749AAE7A1310>,ونذكروا ما عَلَيكُم قِبَلَ أَنَّ تَذْكُرُوا ما لكم.,,"""وَنذَكَّروا مَا عَلَيْكُمْ قَبْلَ أَن تَذْكُروا مَا لَكُم.""",,,
179,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=883x131 at 0x749AAE7A1890>,"مِن القِياسات ""وان كانَت قَلِيله جدا""، إِن المِنْطَقَة",,"The text in the image is in Arabic and reads:

""من القياسات ""وإن كانت قليلية جدا""، إن المنظقة""

This translates to English as:

""From measurements, 'if it is very little,' if the region""",,,
180,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=790x112 at 0x749AAE7A1E10>,يَزال أَحَدُهُم يَسِل مِن الخَيْط القِطْعَةَ بُعْدَ القِطْعَةَ,,"""يَزَلُّ أَحْدُمُ يَسِلُّ مِنَ الْخَيطِ إِقْطَعَةٌ بَعْدَ إِقْطَعَةٍ""",,,
181,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1249x142 at 0x749AAE7A2390>,بمدرسه خاصة وعمر ثماني سنوات. لم يتوقف ماو,,"""بِسْمِ اللَّهِ رَبِّ الْعَالَمِينَ سُنُونَهُمْ مَا تَوَقَّفُواْ""",,,
182,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1364x148 at 0x749AAE7A2910>,الجُزَيْئات وَالذَرّات مَعَ الأَشِعَّة الشَمْسِيَّةُ عالِيَةٍ الطاقَة وَهٰذا,,"""الجدران مغطاة باللوازم الشهية عادة الحلاقة وهذا""",,,
183,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1487x189 at 0x749AAE7A2E90>,الأَدَبِ الشَعْبِيِّ المُعاصِرِ سَواءُ فِي مَشْرِقٍ الوَطَنِ ومغربه.,,الْأَدَبِ الشَّعْبِيُّ المُعَاصِرُ سَوَاءً فِي مَشْرِقِ القَطْنِ وَمَغْرِبِهِ,,,
184,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=878x133 at 0x749AAE7A3410>,وَالمَنْبَع الَّذِي غُرَفِ مِنهُ عِلْمِهِ بِأَحْوال الماضين، إِلَى,,وَالْمُبْتِعُونَ خَيْرٌ مِنَ الْمُبْتِعِينَ مِنَ الْمُلْحِمِينَ مِنَ الْمُلْحِمِينَ,,,
185,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=189x124 at 0x749AAE7A3990>,فِي حُرٌّ,,"```
فِيْ
```",,,
186,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1396x153 at 0x749AAE7A3F10>,"حَجّارَةً ""الكوارتس"" وَتُوجَد فِي مِنْطَقَة الطائِف صَدَرَ ""الغرانيت""",,"""الكواتش"" وَتوجد في منطقة الطائف صَدْر ""الغراييت"" حجَّارة",,,
187,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1027x116 at 0x749AAE7B04D0>,ذهب نوح  ضرغام بصحبه رؤوف بن لؤي رايق طافر,,"""ذَمِّهُ دَفْعًا صَحَنًا مِّن جَدَيْهِ وَكَرَّتْنَا لَهُ عِيدًا رَبَّهُ مَا نَفْقُهُ""",,,
188,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1277x179 at 0x749AAE7B0A50>,اخري، لَم تَتَضَمَّن بَرامِجِ مُكافَحَةِ التَصَحُّر أَو اِلْتِحاق,,"""أخري، مُتَّصَمِّمٌ رَاجِحٌ مُكَافِحة التصَّحُّر أو التحاق""",,,
189,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=897x118 at 0x749AAE7B0FD0>,كانَ كَثِيراً ما يَقُول لِذٰلِكَ العراقي: لَيْتَ أَنِّي,,"""كَانَ كُتْبًا مَا يَقُولُ لِذَٰلِكَ الصَّرَافِي: نُثَبَّ أَرْ""",,,
190,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1203x150 at 0x749AAE7B1590>,أَعْمالٍ يَنْطُق بِمَهارَةٍ رِجالِ الأَعْمالِ الَّذِينَ كانُوا يَشَرُّونَ,,بَيْنَكُمْ يَتَّقُونَ أَعْجَامِيٌّ بِمَهَارَةٍ رِجَالِ الأَعْمَالِ اللَّذِينَ كَانُوا يَبْشَرُونَ,,,
191,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=575x128 at 0x749AAE7B1AD0>,"وَ مُلُوكهم وَ هَرَبَ مذحجو...""",,وَ مُلُوكُهُمْ وَ هَرَبُ مذْحِجُوْ...,,,
192,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1018x150 at 0x749AAE7B2050>,فَهُوَ يَقَع بَيِّنَ النَحْل العِمْلاقِ وَالنَحْل الصغير، وَ,,"""فَهُوَ يَبْعَثُ بِيَنَّ النَّحْلِ العَمْلَاءِ وَالنَّحْلِ الصَّغِيرِ، وَ""",,,
193,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1331x166 at 0x749AAE7B25D0>,وَالقانُونِ العامِّ لِلتَرْبِيَةِ والتعليم، مَبْنِيَّةٌ عَلَى الحُقُوقِ المُتَساوِيَةُ,,"""وَالْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ""",,,
194,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1367x155 at 0x749AAE7B2B50>,التنين، وَسُور الصِينِ العظيم، وَثَقافَة مَلاقِط الطَعامِ الصينيه،,,العيين، ونمور الصين، لعظام، وثقافة ماراجط الطعام الصينية.,,,
195,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2139x162 at 0x749AAE7B30D0>,أَطْلَقَت الشَرِكَةِ السَعُودِيَّةِ لِمُعَدّاتِ الدِيزِل المَحْدُودَةَ بِالسُوق السَعُودِيَّةِ,,"""أُطلقَ الشَّرْكَةُ الشَّهُورِيَّةُ لِمُقدَّمات الدَّيَارِ المُحْمَدِيَّةَ بالشَّهُورِية""",,,
196,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1771x171 at 0x749AAE7B3650>,مِن المُؤَلِّفِينَ بالامتنان. وَالغَرِيبُ بِشَأْنِ انتعاس,,من المُؤمِنين بالامتثال، والغريب بشأن انتعالس,,,
197,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=476x142 at 0x749AAE7B3BD0>,الإِنْسانِ بالخالق.,,"""لا ننسى بنا للحق.""",,,
198,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=941x199 at 0x749AAE7B8190>,فِي الفتري الصَباحِيَّةَ لَمُلْتَقَى التَوْظِيفِ بِجامِعَة بكين، الَّذِي,,في الفترة الصباحية تمتلك التوظيف بجامعة بحرين، الذي,,,
199,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1318x150 at 0x749AAE7B8710>,فَزَعَمَ إِن رَغْبَة الإِسْلامِ كانَت قَد اِتَّجَهَت إِلَى,,"""فَوَضُّهُمْ إِن رَغَبْتَ الْإِسْلامَ كَانَتْ قَدْ أُجْهِجَتْ إِلَى""",,,
200,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1463x223 at 0x749AAE7B8C90>,بِالناسِ ثُمَّ التكون الجُسْمانِيّ ومظهره. وَمِن هُنا نَجِد,,بِالنَّاسِ ثُمَّ التكوين الجُسدِمَارِي وَمَضْله هُوَ وَمِنْ هُنا نَحْدُ,,,
201,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1301x252 at 0x749AAE7B9210>,ظُرُوفٍ عادِلَةٍ وَمُتَساوِيه أَمامَ جَمِيعِ الإِسْبان لِمُمارَسَةِ حُقُوقِهِم,,"""ظُرْفٍ عَاجِلٌ وَفَسَاوِيَة أَمَامَ جَمِيعِ الإِسْبَانِ لِغُمارَةِهِمْ خُقُوقُهم""",,,
202,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1116x170 at 0x749AAE7B9790>,"مِن الأَمْثال : "" إِن طابَ رِيحكَ ذُرَى",,"""من الأضال: إن طاب ريحك ذُرَى""",,,
203,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1139x131 at 0x749AAE7B9D10>,إِن أَيّ مُحاوَلَةٍ لِلجَزْم مُبَكِّرَةٍ للغايه. فَهٰذِهِ قِصَّةُ,,"""إِنَّ أَيُّ مُحاوِلَةٍ لِكِذْبٍ مُدْكِرَةٌ لِلْخَيْرِ، فَهُذِهِ قصْرُهُ.""",,,
204,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1201x128 at 0x749AAE7BA290>,الإِدارَةِ العامَّة لِلآثارِ وَالمَتاحِف بِوِزارَةِ المَعارِفِ حالِيّاً وِكالَةُ,,"""الإدارة العامة للآثار والمتاحف بوزارة المعارف حاليًا وكالة""",,,
205,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=809x135 at 0x749AAE7BA810>,"العَرَبِيَّةِ مِن اغلاط. وَلَقَد تَأَثَّرَت رِواياتٍ ""ابن الكلي""",,"""العربية من اغلاط. ولقد تأثرت روايات ابن الكلي""",,,
206,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1052x162 at 0x749AAE7BAD90>,"""نهفان""، وَمِن أَبْناءِ ""تالب""ولم يَبْخَل الهمداني عليه،",,"""نهفان""، ومن أبناء ""تالب"" ولم يُخَلِّ الهمداني عليه،",,,
207,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1111x114 at 0x749AAE7BB310>,مِن يَنْصُره وَيُفَضِّله وَيَحْتَج لَهُ وَيَدْعُو اليه. وَأَنَّهُ,,"""وَقَالَ الْمُؤْمِنُونَ إِنَّ اللَّهَ لَيَخْشَى مَا تَعْبُدُونَ وَلَا يُحِبُّ مَا تَعْبُدُونَ""",,,
208,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1120x121 at 0x749AAE7BB890>,الدَخْلِ المزرعي وَدَرَجاتِ المَهارَة فِي اِسْتِخْدامِ طُرُقٍ وَوَسائِلِ,,الدَّخُرُ المزروعي وَ رَجُحَاتُ الْمِهَارَةِ فِي إِسْتِخْدَامِ طُرْقٍ وَ مَسَائِلٍ,,,
209,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=980x221 at 0x749AAE7BBE10>,وبطئ وَاِعْتِباطِيّه المَساطِر الإِدارِيَّة والقضائيه،,,وبطء وإعتباريته المساطر الإدارية والقضائية،,,,
210,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=192x103 at 0x749AAE7C43D0>,الايام.,,"The text in the image is ""الله"".",,,
211,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1153x153 at 0x749AAE7C4950>,حَتَّى يُصْبِح سَوِيّاً فِي حياته، ثُمَّ,,"""می‌خواهی دوست داشته باشی می‌بینم، ریحانی می‌شود""",,,
212,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1109x129 at 0x749AAE7C4ED0>,، وَبِالكَثافَة السكانيه، والرعويه، وَمِيناء نَشَطا فِي تِجارَةٍ,,"""وَبِالْكُتَّاَءِةِ السَّائِدِينَ، وَالْعُمُودِ، وَمِنْهَا نَشْطَاءٌ فِي تجارة""",,,
213,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1073x179 at 0x749AAE7C5450>,عَلَى مَدَى أَكْثَرَ مِن أَلْفَ عام، ظِلِّ جيوهوا,,عَلَى مَدَى أَكْثَرَ مِنْ أَفْقَ عَامٍ ، ِظَلِّ جيوهوا,,,
214,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1114x134 at 0x749AAE7C59D0>,نِظاماً حَرارِيّا يَسْتَمِدّ طاقَته المُحَرِّكَة مِن الأَشِعَّة,,"""يَبْقَى أَنْ تُخْرِجُوا إِلَّا مَا حَمَلْتُمْ عَلَيْكُمْ وَأَنْ تَعْلَمُوا أَنَّ اللَّهَ لَا يَحِبُّ الْمُشْرِكِينَ""",,,
215,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=954x153 at 0x749AAE7C5F50>,لَم تَكُن مُفاجَأَةً ظُهُورِ اِسْمَ تسي تونغ فِي,,"""لم تكن مفاجأة طهور إسمى تسيي تونغ في""",,,
216,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=882x106 at 0x749AAE7C64D0>,غازات سامّه غَطَّت مِساحَة كَبِيره مِن مِنْطَقَة جَنُوبِ,,"""غازات سامة عُثِرت مساحة كبيرة من منطقة جنوب""",,,
217,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=717x134 at 0x749AAE7C6A50>,التاريخ، وَوَقَعُوا مِن ثُمَّ فِي خَطَأ بِالنِسْبَةِ إِلَى,,التاريخ، ووقعوا من ثم في نظراً بالشريعة إلى,,,
218,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1113x118 at 0x749AAE7C6FD0>,وَهُوَ مُنَظَّمَةِ إِقْلِيمِيَّةٍ تَتَمَتَّع بِعُضْوِيَّةِ عِشْرُونَ دَوْلَةٍ فِي,,"""وَهُمْ مَّنْ نَظَرَتْ إِلَى لَمْسَةٍ تَنْمَعُ بِعْضُ وَيَدِينَ عَشْرُ وَنَدْوَةٍ فِي""",,,
219,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1237x119 at 0x749AAE7C7590>,"وَمُلُوك العَرَبِ والعجم""، وَوَرَدَ عَن ""ابن داب"" وَكانَ",,"""أيضاً، فإن مجموع الأعداد الصحيحة من 1 إلى n يساوي n(n+1)/2.""",,,
220,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=909x145 at 0x749AAE7C7AD0>,يَسْتَعْرِض هٰذا التَقْرِيرُ الخَصائِص المُشْتَرَكَة لِبُلْدانِ شَمالِ إِفْرِيقِيا,,يُشْتَرِضُ هَذَا التَّقْرِيرُ الخَاصِئُ المُشْتَرِكَةُ يُبْدِنَانِ شَمَالٍ إِفْرِيقيا,,,
221,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1320x139 at 0x749AAE7CC090>,الخَيْمَةِ وحو نائِم بِكَلِماتِ لا أَفْهَمها مِثْلَ اِنْقَضَّ بِغَلَس لَهُ,,الْحَيْثِيمَةِ وَحُوْزَاءٌ بِكُلَّهَا لَا أَفْسِحَ مِنْ إِقْصَرْ يَفْسَرُ أَنَّ,,,
222,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1944x218 at 0x749AAE7CC610>,الجديده، كانَ هُناكَ بِالفِعْلِ تَجْدِيدا داخِلِيّاً هائِلاً فِي,,"""لقد بدأ هذا الزمان بالفنّ الجديد لمن لا يُفِي""",,,
223,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1366x174 at 0x749AAE7CCB90>,الهدي، فَأَشارَ إِلَى قائِلاً بِلَهْجَةٍ السؤال: تَرِي ذيك,,"""الردي، فأشار إلى قائل يُذبح جيّة السؤال: نَري، ذيك""",,,
224,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1380x205 at 0x749AAE7CD110>,مِن أَرْجاء العالم، الَّتِي أَصْبَحَت الآنَ مُرْتَبِطَةً عَلَى,,بِأَجْهَاءِ الْعَالَمِ، أُنْتُ حَيٌّ أَضْحَكَتْ الْإِدَانَةُ فِرْزَبِيَّةً عَلَى,,,
225,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=831x132 at 0x749AAE7CD690>,قِيمَةَ تُفِيد المُؤَرَّخُ فِي تَدْوِينُ هٰذا التاريخ، تَشْرَح,,"""قيمة تثبيت المؤرخ في تدوين هذا التاريخ، تشرح""",,,
226,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=821x155 at 0x749AAE7CDC10>,يَضُرّانِ به. نَسْتَنْتِج إِذا أَنَّ مَصْدَرٌ التِكْنُولُوجِيا هُوَ,,يُضرّان به. نَسْتَنْجِ إذا أنَّ مُضْدَر التكنولوُجيا هو,,,
227,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1474x153 at 0x749AAE7CE190>,أَحَرّ عِنْدَ وُصُولِنا طُفْنا وَسَعَيْنا مَعَ شيخ. كانَ جارِي فِي,,أَحْدَثُ عِندَ وُصُولِنا طُفُنَا وَسَعَيْنا مَعَ شَيْخٍ. كَانَ جَارِيًّى فِي,,,
228,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1460x275 at 0x749AAE7CE710>,وَالكِتاباتِ المُؤَرِّخَةُ قليله. هٰذا أَمْرٌ يُؤْسِف عليه، إِذ,,وَالْكِتَابُ الْمُؤْمِنُ قَلِيلٌهُ. هَذَا أَقْرَرْ يُوْسُفُ عَلَيْهِ، إِذْ,,,
229,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1175x146 at 0x749AAE7CEC90>,عِنْدَما تَنْحَدِر السُيُولُ إِلَى بِلادِ مَأْرَب عَبْرَ مَضِيقِ,,عندما تنحدر السُّسُولُ إلى بلاد مأْرب عَدْمُ مُضييق,,,
230,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1332x140 at 0x749AAE7CF210>,تَفِي بِالشُرُوطِ الاخري، وَتَتَّسِم بِنَفْسِ السِمات الَّتِي تُمَيِّز,,"""أَعْمَلُ أَخْرَجِي وَالْأَصْحَابُ إِلَيْكَ أَنْتُمُّ إِلَيْكُمُّ""",,,
231,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=885x105 at 0x749AAE7CF790>,شاهَدَهُ هُوَ بعينه، وَقِسْمُ الأَقالِيم بِحَسَبِ دَرَجاتٍ الطُولَ,,"""تُحَرِّرُ هُوَ بِعِنْسٍ ، وَأَنْتُمْ كَسَبٌ دَهْرِيَاتٍ أَطْرَدُونَ""",,,
232,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=912x195 at 0x749AAE7CFD10>,طُولُها كِيلُو مِتْرٍ تَنْتَهِي بِحَوْض كَبِيرٍ تيفرع مِنهُ,,"""طاقول الماء والهواء وكمية الهواء والحرارة التي يبقى ما""",,,
233,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1236x121 at 0x749AAE7D42D0>,أَنَّ إِ أَنَّ العَمَلِ فِي الوَحَداتِ الحُكُومِيَّةِ هُوَ أَفْضَلَ عَمَلٍ,,"""الله لا إله إلا هو الحمد لله رب العالمين""",,,
234,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1334x153 at 0x749AAE7D4850>,وقال بنفس السياق انه كلما ابتعدنا عن عواصف,,و قال بعض السياق أنه كله ابعدنا عن عواريف,,,
235,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x133 at 0x749AAE7D4DD0>,يَجْذِب القُرّاءِ هُوَ الهالَةَ الَّتِي أَحْدَثَتْها اعماله، إِضافَةً,,"""يُذْخِبُ القَوَّامُ مُؤَهَّلَةٌ الهَلائِكَةَ أَكْثَرَهَا اعْمَالَهُ، إِضَافَةً""",,,
236,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1129x126 at 0x749AAE7D5350>,الامطار. كَما تَقُوم هٰذِهِ المُسَطَّحات المائِيَّةِ بِتَحْرِيرِ وَإِشْعاع,,"""محلل، كم أن تُقوم وحده للمستجدات المليئة بِكثيرٍ ولاكنكِ""",,,
237,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=871x131 at 0x749AAE7D58D0>,وَلٰكِن جامِعاتِ بِكِين إِمّا أَلْغَت أَو قَلَلْتَ خُطَطِ,,وَأُحِلَّ لِمَا أَنْتَ أَقَالُواْ إِذْ خَطَّأْتُمْ بِجَهَنَّم,,,
238,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1371x335 at 0x749AAE7D5E50>,وَلا سِيَّما فِي مناصق الحَرّار,,وَلَ بِسْيَمَا فِي مَناصِقِ الْحَرَار,,,
239,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2628x139 at 0x749AAE7D63D0>,"وَأَرْخَت كِتابَةِ ""حران"" اليُونانِيَّةِ وَأَرَحْتَ كِتابَةِ ""حران"" اليُونانِيَّةِ بِسَنَةٍ أَرْبَع مِئَةِ وَثَلاثُ",,"The text in the image appears to be in a non-Latin script, which could be one of several scripts used around the world. Without more context or information about the specific script, it's challenging to provide an accurate translation or interpretation. If you have any additional details or context about where this text was found, I'd be happy to try and assist further.",,,
240,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=706x125 at 0x749AAE7D6950>,عَثَرَت عَلَيهِ البِعْثَةُ صُور نَحَتَت عَلَى أَحْجار تُمَثِّل,,"""عَثَّرَتْ عَلَيْهِ البِغْثَةُ صُورَ نُحَتَّتْ عَلَى أَحْجَارٍ تُمْقَلُ""",,,
241,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1315x114 at 0x749AAE7D6ED0>,النقدي، وَبَطالَة حامِلِي الشهادات، وَضُعْفِ التَكْوِيناتِ الأَساسِيَّةِ (القراءه،,,"""الله يوفقنا لنجاح الأنشطة الإسلامية المتنوعة وتأهيلنا دينيًا.""",,,
242,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1250x168 at 0x749AAE7D7450>,أَنَّ الخَزَف وَالحَجّارَةِ يَحْسُوانِ أَلِدهنَّ حَسُّوا قال: جَعَلَت,,"""وَلِكُمْ دَارٌ عَسَى أَنْ تَكُونَ لَهَا حَسَنًا وَبَيَّتُوا فَإِذَا كَانَتْ حَسَنَةٌ فَأَعْمَلُوهَا وَإِذَا كَانَتْ خَبَّرَةٌ فَأَخْرِجُوهَا""",,,
243,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1169x174 at 0x749AAE7D79D0>,العامِّ لِحِمايَةِ الاِسْتِقْرارِ الاِجْتِماعِيِّ وَمِن المُتَوَقَّعِ الآنَ أَنَّ,,العام جارية الرِّضْعَارِ الإِجْمَاعِيُّ وَعِنْدِ الشَّوْقِ الْإِذْنَةٌ أَنْ,,,
244,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=487x111 at 0x749AAE7D7F50>,"مَحَطَّ أَنْظارِ الاخرين""..",,"""محطّ أنظار الآخرين...""",,,
245,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1185x158 at 0x749AAE7E8510>,وَيُظْهَر أَنَّهُ وَغَيْره قَد تَوَصَّلُوا إِلَى هٰذا الرَأْيِ,,وَيُظْهِرُ أَنَّهُ وَغْيِهِ قَدْ تَوَضَّحَ لَهُ إِلَى هَذَا الْزَّمْرِيّ,,,
246,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1196x169 at 0x749AAE7E8A90>,مِن جانِبِ آخَرِ يَلْعَب المَكانِ وَكَيْفِيَّةِ سقرط الأَشِعَّة,,من جانب آخر يلعب الكائن وكيفية سقوط الأشعة,,,
247,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=391x111 at 0x749AAE7E9010>,مِئَوِيَّةِ تَحْتَ الصِفْرِ,,مَنْوِيَةٌ تَحْتَ الصِّفْرِ,,,
248,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=878x104 at 0x749AAE7E95D0>,اِخْتِزالها فِي العَمَلِ الدِبلُوماسِيُّ الرَسْمِيِّ فَحَسْب ؛ ذٰلِكَ,,"""اختُرْ لها في العَمَلِ الدِّبُومَابِيٌّ (الرَّسْمِ) مُختَصَبٌ: ذَلِكَ""",,,
249,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=718x144 at 0x749AAE7E9B10>,أَهَمَّ المُشْكِلاتِ فِي هٰذِهِ الإِمارَة,,"""أَهْمَّ المُشْكِلاتِ فِي هَذِهِ الإِطَارَة""",,,
250,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1195x170 at 0x749AAE7EA090>,فَهِيَ طاقات شَمْسِيَّة مختزنه أَنْتَجَتْها خِلالَ ملاين السِنِينَ,,"""أُضيف مادة تُسمى ""كثيره أَكْثُر"" جدار لِمَارِبِين السّيّون""",,,
251,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1049x112 at 0x749AAE7EA610>,أَطْلَقَت عَلَى العَرَبِ لِما اِشْتَهَرَ عَنهُم صَحْراوِيُّونَ,,"""أطاقت على العرب بما إشترو عمه صحراء ون""",,,
252,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1152x150 at 0x749AAE7EAB90>,تَحَرُّكاتِ ارضه، حَتَّى جَعَلَتْها عَلَى الشَكْلِ الَّذِي نَراه,,"""تُحْرِكُاتٌ أرضية، حَدّى جَعَلَنَا عَلَى الشَّكِيلِ الذي زَادَهُ""",,,
253,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1337x182 at 0x749AAE7EB110>,ديليشيس يُعْتَبَر كَبِيراً نسبيا،حيث إِن النُمُوِّ القُوَى لَأَشْجار,,"""دَلِيدُهُمْ يَعْبُرُ كَمِيرًا نَسَيْنا حِيثٍ إِنَّ اللَّهَ لَا شُجُورَ""",,,
254,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1102x124 at 0x749AAE7EB690>,أَنَّ أَقْسَمَها إِلَى قسمين: نُقُوشٍ وَكِتاباتٍ غَيْرِ عَرَبِيّه,,"""أَنْ أَقْضِفُهَا إِلَى فَسَحِيَّةٍ: نَقْوِشٌ وَرُكْتَابٌ غَيْبٌ عَزَّيَّةٌ""",,,
255,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=877x158 at 0x749AAE7EBC10>,إِلَى جانِبِ الشِعْرِ فَمِن أَسْرار بَقائِها تَغَلْغُلِها فِي,,إِلَى جَانِبِ الشِّجْرِ فَوْنُ أَشْرَارِ بَقاياها تَعَاذُلُها في,,,
256,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1355x143 at 0x749AAE1041D0>,الإِنْشاءات أَحَدُ أَسْرار نَجاحِ المعهد. أَكَّدَ د.علي الزَيّات,,"""الإِنشاءات أحد أسس نجاح المعهد. أكّد د. علي الزّيّات""",,,
257,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1088x180 at 0x749AAE104750>,مِن الأَخْبار قَد مَأَنَت لَمَوْت الشِعْرِ الَّذِي قِيلَ,,"""من الأُجْرَى قَدْ كَانَ لِنَّهِتَ البَيْعُ جَلَّ""",,,
258,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=811x139 at 0x749AAE104CD0>,أَو مِن صَنْعه اخرين، صَنَعُوها قبله، فَآخُذها مِن,,أو من صنعته اخرين، صنعتها قبله، فاخذها من,,,
