,image,ground_truth,qwenv2.5_3B,ground_truth_t,qwenv2.5_3B_t
39,<PIL.Image.Image image mode=RGB size=689x194 at 0x7FDB201DB850>,حرك تجاري نشط في سواق ولاي السويق هبط رمضان بسوق نزو تسجل كبر حرك تجاري قبال كبير عل المعروض من الملابس ومستلزمات العيد حرك شراي قوي تشهدها هبط السيب العماني العالمي للتنمي والاستثمار تحقق كثر من ست ملايين ريال صافي رباح موحد خلال التسع الاشهر الماضي تداولات هاد تشهدها سوق مسقط في ختام التعاملات السبوعي لول مر منذ كثر من عشر سنوات ريال سعر رس البقر و للغنم بهبط العيد بنخل,"        :

```
حركة تجاري نشط في سوق، والذي السوق يحيط بمضان بسعر نزو تسجل كير حرك تجاري قبال كبير على
المعرض من الملابس ومستلزمات العيد حرك شراي قعي تشدها هبط السيب العماني للتنمي
والاستثمار تحتفق كثر من ست ملايين ريال صافي رباح محمد خلال التسع الاشهر الماضي نداولات هاد
تشدها سوق مستقط في ختام التعاملات السيوي لول مر منذ كار من عشر سنوات ريال سعر رس النقر و
للغم بهبط العيد بدخل
```",حرك تجاري نشط في سواق ولاي السويق هبط رمضان بسوق نزو تسجل كبر حرك تجاري قبال كبير عل المعروض من الملابس ومستلزمات العيد حرك شراي قوي تشهدها هبط السيب العماني العالمي للتنمي والاستثمار تحقق كثر من ست ملايين ريال صافي رباح موحد خلال التسع الاشهر الماضي تداولات هاد تشهدها سوق مسقط في ختام التعاملات السبوعي لول مر منذ كثر من عشر سنوات ريال سعر رس البقر و للغنم بهبط العيد بنخل,"        :

```
حركة تجاري نشط في سوق، والذي السوق يحيط بمضان بسعر نزو تسجل كير حرك تجاري قبال كبير على
المعرض من الملابس ومستلزمات العيد حرك شراي قعي تشدها هبط السيب العماني للتنمي
والاستثمار تحتفق كثر من ست ملايين ريال صافي رباح محمد خلال التسع الاشهر الماضي نداولات هاد
تشدها سوق مستقط في ختام التعاملات السيوي لول مر منذ كار من عشر سنوات ريال سعر رس النقر و
للغم بهبط العيد بدخل
```"
40,<PIL.Image.Image image mode=RGB size=689x162 at 0x7FDB2014E790>,نوفمبر القادم السلطن تستضيف المتمر والمعرض الثالث لصناع الاسمنت ديسمبر القادم الاسكندري تستضيف متمر الغرف التجاري والصناعي والزراعي بالبلدان الفريقي شاد بدور السلطن في مجال الرقاب المالي متمر لتفعيل التعاون بين بريطانيا وفريقيا لمكافح الفقر توقعات بنتاج ايجابي لخصخص الحكوم لبعض شركاتها عل الاقتصاد الكويتي والبورص تنهي اسبوعا من الادا الجيد الممثل التجار الميرك يغادر السلطن,"           :

""القائد السلطان تستضيف المعرض الثالث لصناعة الاسمنت ديسمر القائد الاستكندي
ستستضيف متمر الغرف التجاري والصناعي والزراعي بالبلدان الفريقي شاد بدر السلطان في مجال الرقابة
المالي ضمن لتقديم التعاون بين بريطانيا وفريقيا لمكافحة الفقر توقعات بنتاح ايجابي لخصوص الحكيم بعض
شركائها على الاقتصاد الكويتي والبورصة تنبي اسوعا من ادا الجيد الممثل التجار الميرك يغادر السلطان""

  :

"" '           ' 
                         
                        
                      """,نوفمبر القادم السلطن تستضيف المتمر والمعرض الثالث لصناع الاسمنت ديسمبر القادم الاسكندري تستضيف متمر الغرف التجاري والصناعي والزراعي بالبلدان الفريقي شاد بدور السلطن في مجال الرقاب المالي متمر لتفعيل التعاون بين بريطانيا وفريقيا لمكافح الفقر توقعات بنتاج ايجابي لخصخص الحكوم لبعض شركاتها عل الاقتصاد الكويتي والبورص تنهي اسبوعا من الادا الجيد الممثل التجار الميرك يغادر السلطن,"           :

""القائد السلطان تستضيف المعرض الثالث لصناعة الاسمنت ديسمر القائد الاستكندي
ستستضيف متمر الغرف التجاري والصناعي والزراعي بالبلدان الفريقي شاد بدر السلطان في مجال الرقابة
المالي ضمن لتقديم التعاون بين بريطانيا وفريقيا لمكافحة الفقر توقعات بنتاح ايجابي لخصوص الحكيم بعض
شركائها على الاقتصاد الكويتي والبورصة تنبي اسوعا من ادا الجيد الممثل التجار الميرك يغادر السلطان""

  :

"" '           ' 
                         
                        
                      """
41,<PIL.Image.Image image mode=RGB size=689x194 at 0x7FDB201E40D0>,الشعرا يرثون الشيخ الشهيد حمد ياسين كتاب يتناول الشباب المسلم في العالم الحديث مشارك ردني وعربي بجاز الملك عبد الله الثاني للبداع حمد رزق السينما في مرحل انتعاش ولا فهم سر الهجوم عليها في تنبات بيفر وزجراجن تتزاوج الكلم والشكل والواقع عل قلق مرصد الحضار افتتاح المعرض الخيري الثاني لكتاب الطفل لنادي صور المعرض يستمر ثلاث ايام ويشتمل عل كتب ثقافي وديني وقصص وحكايات وبرامج تعليمي,"        :

```
الشعراء يرون الشيخ الشهيد حمد ياسيين كتاب يتناول الشباب المسلم في العالم الحديث مشارك رديني

وعندي بجاز الملك عبد الله الثاني لبداية حمد رزق السيثيا في مرحل انتعاش ولا فهم سر الهجوم عليها في

تبات بيفر وزجاجين تزاوج الكلم والشكل والواقع عن قلق مرصد الحضار افتتاح المعرض الخيري الثاني

لكتاب الطفل نادي صور المعرض يستمر ثلاث أيام ويتشتمل على كتب ثقافي وديني وقصص وحكايات

وبرامج تعليمي
```",الشعرا يرثون الشيخ الشهيد حمد ياسين كتاب يتناول الشباب المسلم في العالم الحديث مشارك ردني وعربي بجاز الملك عبد الله الثاني للبداع حمد رزق السينما في مرحل انتعاش ولا فهم سر الهجوم عليها في تنبات بيفر وزجراجن تتزاوج الكلم والشكل والواقع عل قلق مرصد الحضار افتتاح المعرض الخيري الثاني لكتاب الطفل لنادي صور المعرض يستمر ثلاث ايام ويشتمل عل كتب ثقافي وديني وقصص وحكايات وبرامج تعليمي,"        :

```
الشعراء يرون الشيخ الشهيد حمد ياسيين كتاب يتناول الشباب المسلم في العالم الحديث مشارك رديني

وعندي بجاز الملك عبد الله الثاني لبداية حمد رزق السيثيا في مرحل انتعاش ولا فهم سر الهجوم عليها في

تبات بيفر وزجاجين تزاوج الكلم والشكل والواقع عن قلق مرصد الحضار افتتاح المعرض الخيري الثاني

لكتاب الطفل نادي صور المعرض يستمر ثلاث أيام ويتشتمل على كتب ثقافي وديني وقصص وحكايات

وبرامج تعليمي
```"
42,<PIL.Image.Image image mode=RGB size=691x164 at 0x7FDB201E43D0>,وزار التجار والصناع تصدر دليلا رشاديا لضبط جود التمور طبقا للمواصفات القياسي العماني وزير القو العامل يصدر قرارا وزاريا بتعمين مهن قياد المركبات ريس بلدي ظفار يرع افتتاح المتمر الثاني للامتياز التجاري في خدم الاقتصاد العماني تقرير الوطن الاقتصادي فاق استثماري لتدريب متدربا عل العديد من التخصصات الفني والحرفي والضياف جمع ل جمع يوقع عل اتفاقي بتكلف بلغت كثر من مليون وستما لف ريال,"        :

وزارة التجارة والصناعة تصدر ديليا وشامليا لضبط جود التمور طبقا للمواصفات القياسية العمانية وزير القوى العامل يصدر قرارا وزاريا بتعمين مين قياد المركبات رئيس بلدي طفرا يرع افتتاح المتمر الثاني للعميداز التجاري في خدم الاقتصاد العماني تقدير الوطن الاقتصادي فاق استثماري لتدريب متدرجا على العديد من التخصصات الفني والحرفي والضياف جمع يوقع على اتفاقي يتكلم بالغت كثر من مليون واستدما لفال",وزار التجار والصناع تصدر دليلا رشاديا لضبط جود التمور طبقا للمواصفات القياسي العماني وزير القو العامل يصدر قرارا وزاريا بتعمين مهن قياد المركبات ريس بلدي ظفار يرع افتتاح المتمر الثاني للامتياز التجاري في خدم الاقتصاد العماني تقرير الوطن الاقتصادي فاق استثماري لتدريب متدربا عل العديد من التخصصات الفني والحرفي والضياف جمع ل جمع يوقع عل اتفاقي بتكلف بلغت كثر من مليون وستما لف ريال,"        :

وزارة التجارة والصناعة تصدر ديليا وشامليا لضبط جود التمور طبقا للمواصفات القياسية العمانية وزير القوى العامل يصدر قرارا وزاريا بتعمين مين قياد المركبات رئيس بلدي طفرا يرع افتتاح المتمر الثاني للعميداز التجاري في خدم الاقتصاد العماني تقدير الوطن الاقتصادي فاق استثماري لتدريب متدرجا على العديد من التخصصات الفني والحرفي والضياف جمع يوقع على اتفاقي يتكلم بالغت كثر من مليون واستدما لفال"
43,<PIL.Image.Image image mode=RGB size=689x194 at 0x7FDB201E4850>,الانتقالي يناقش مصير الدستور وير ن القانون المقبل متمردو دارفور قتلوا جندي وسيطروا عل مناطق مهم ويحذرون البشير تقرير تايوان تريد تسريع نجاز صفق سلح بقيم مليار دولار من ميركا فشل تجرب صاروخي روسي الولايات المتحد تتحفظ عل رسال قو للتدخل في هايتي عمليات ميركي باكستاني مشترك عل الحدود الفغاني الانتقالي يناقش مصير الدستور وير ن القانون المقبل المتعلق بنظام الحكم سيكون وضعيا وليس سلاميا,"الانتقالي يناقش مصير الدستور ويرى القانون المقبل متعمدو دارفور قتلوا جندي وسيطروا على مناطق مهم

ويحذرون ابشير تقرير تابيون تريد تسريع نجاز صفق سلح بقيم مليار دولار من مبركا فشل تحجب صاروخي

روسي الولايات المتحدة تحتفظ على رسان قو للتدخل في هاتي عمليات ميركي باكستاني مشترك على الحدود

الغناوي الانتقالي يناقش مصير الدستور ويرى القانون المقبل يتعلق بظام الحكم سيكون وضعيا وليس سلاميا",الانتقالي يناقش مصير الدستور وير ن القانون المقبل متمردو دارفور قتلوا جندي وسيطروا عل مناطق مهم ويحذرون البشير تقرير تايوان تريد تسريع نجاز صفق سلح بقيم مليار دولار من ميركا فشل تجرب صاروخي روسي الولايات المتحد تتحفظ عل رسال قو للتدخل في هايتي عمليات ميركي باكستاني مشترك عل الحدود الفغاني الانتقالي يناقش مصير الدستور وير ن القانون المقبل المتعلق بنظام الحكم سيكون وضعيا وليس سلاميا,"الانتقالي يناقش مصير الدستور ويرى القانون المقبل متعمدو دارفور قتلوا جندي وسيطروا على مناطق مهم

ويحذرون ابشير تقرير تابيون تريد تسريع نجاز صفق سلح بقيم مليار دولار من مبركا فشل تحجب صاروخي

روسي الولايات المتحدة تحتفظ على رسان قو للتدخل في هاتي عمليات ميركي باكستاني مشترك على الحدود

الغناوي الانتقالي يناقش مصير الدستور ويرى القانون المقبل يتعلق بظام الحكم سيكون وضعيا وليس سلاميا"
44,<PIL.Image.Image image mode=RGB size=689x160 at 0x7FDB201E4C90>,ريس جهاز الرقاب المالي للدول يعود للبلاد وزار البلديات الاقليمي والبي وموارد المياه والشرك العماني للغاز الطبيعي المسال توقعان عل اتفاقي لانشا موقع لمعالج النفايات بولاي صور المصارف التخصصي العراقي تحتفظ باستقلاليتها مجددا غدا بد اجتماع وزرا النقل والمواصلات بمجلس التعاون بالكويت تصاعد سعار النفط يعرقل حمل بوش الانتخابي ديسمبر القادم السلطن تستضيف متمر من وسلام وتقني القطاع المصرفي,"        :

رئيس جهاز الرقابة المالي للدول يجند للبلاد زوار البلدان الأقليمية والي وموراد المياه والشرك العماني للغاز الطبيعي المسال يتعاون على اتفاق لاشرا موقع لمعالج التفاعات بولي صور المصارف التخصصي العراقي تحتفظ باستقلاليتها مجددا عدا بد اجتماع وزرا النقل والمواصلات بمجلس التعاون بالكويت تساعد سعار النفط يعرق حمل بيش الانتخابي يديسمير القادم السطان تستضيف متجر من وسلم وتقيي القطاع المصري",ريس جهاز الرقاب المالي للدول يعود للبلاد وزار البلديات الاقليمي والبي وموارد المياه والشرك العماني للغاز الطبيعي المسال توقعان عل اتفاقي لانشا موقع لمعالج النفايات بولاي صور المصارف التخصصي العراقي تحتفظ باستقلاليتها مجددا غدا بد اجتماع وزرا النقل والمواصلات بمجلس التعاون بالكويت تصاعد سعار النفط يعرقل حمل بوش الانتخابي ديسمبر القادم السلطن تستضيف متمر من وسلام وتقني القطاع المصرفي,"        :

رئيس جهاز الرقابة المالي للدول يجند للبلاد زوار البلدان الأقليمية والي وموراد المياه والشرك العماني للغاز الطبيعي المسال يتعاون على اتفاق لاشرا موقع لمعالج التفاعات بولي صور المصارف التخصصي العراقي تحتفظ باستقلاليتها مجددا عدا بد اجتماع وزرا النقل والمواصلات بمجلس التعاون بالكويت تساعد سعار النفط يعرق حمل بيش الانتخابي يديسمير القادم السطان تستضيف متجر من وسلم وتقيي القطاع المصري"
45,<PIL.Image.Image image mode=RGB size=691x202 at 0x7FDB201E4E90>,حلق عمل تحاضر فيها الفنان اليراني شقايق ربي معهد العالم العربي نقط اللتقا بين الحضارات والشعوب صدار جديد لمرشد بن محمد الخصيبي هل حقق متمر الملتق العربي للتربي والتعليم ببيروت هدافه ندو عن ل العود ضمن فعاليات صنعا عاصم الثقاف عاكف نجم ل الوطن نا سي جدا في التمثيل مقارن بالاخراج حبر عل ورق مقاربات تنطلق اليوم بالجمعي العماني للفنون التشكيلي حلق عمل تحاضر فيها الفنان اليراني شقايق ربي,"        :

حقّ عمل تحاضر فيها الفنانون البرازيليون شقاقين في معهد العالم العربي نقط التقاء بين الحضارات والشعوب

صدر جديد لمرشد بن محمد الخصيبى هل حقق متمر الملتقي العربي للتربى والتعليم ببيروت هداية ندو عن ل

العديد ضمن فعاليات صنعا عاصم الثقافات عاكد تجمّل الوطن ناسى جداً في التمثيل مقابل بالخروج جرى على

ورق مقاربات تطلق اليم بالجمعي العماني للفنون التشكيلى حقّ عمل تحاضر فيها الفنانون البرازيليون شقاقين",حلق عمل تحاضر فيها الفنان اليراني شقايق ربي معهد العالم العربي نقط اللتقا بين الحضارات والشعوب صدار جديد لمرشد بن محمد الخصيبي هل حقق متمر الملتق العربي للتربي والتعليم ببيروت هدافه ندو عن ل العود ضمن فعاليات صنعا عاصم الثقاف عاكف نجم ل الوطن نا سي جدا في التمثيل مقارن بالاخراج حبر عل ورق مقاربات تنطلق اليوم بالجمعي العماني للفنون التشكيلي حلق عمل تحاضر فيها الفنان اليراني شقايق ربي,"        :

حق عمل تحاضر فيها الفنانون البرازيليون شقاقين في معهد العالم العربي نقط التقاء بين الحضارات والشعوب

صدر جديد لمرشد بن محمد الخصيبى هل حقق متمر الملتقي العربي للتربى والتعليم ببيروت هداية ندو عن ل

العديد ضمن فعاليات صنعا عاصم الثقافات عاكد تجمل الوطن ناسى جدا في التمثيل مقابل بالخروج جرى على

ورق مقاربات تطلق اليم بالجمعي العماني للفنون التشكيلى حق عمل تحاضر فيها الفنانون البرازيليون شقاقين"
46,<PIL.Image.Image image mode=RGB size=689x194 at 0x7FDB28594490>,فبراير القادم علان نتاج الشهاد العام النبهاني يرع ختام مسابقات المشا بمدرعات سلطان عمان بد فعاليات متمر ماثيماتيكا الخليج م في جامع السلطان قابوس حمد السيابي يعقد اجتماعا يضم جميع عضا الوفود المشارك في البعث التنمي الاجتماعي تتسلم شيكا بقيم لف ريال من الهي العماني للعمال الخيري جمعي المهندسين العماني تنظم محاضر حول عمليات استغلال مياه الصرف الصحي وتطبيقاتها في السلطن خبار مهرجان مسقط,"        :

```
في إطار القائم علان نجاح الشهاد العام النهابي يرع ختام مسابقات المشا بمدرعات سلطان عمان بد فعاليات
متمر مايدماتكا الخليج م في جامع السلطان قابس حمد السياب يعقد اجتماعا يضم جميع عصا الوغيد
المشارك في البحث التندي الاجتماعي تسلم شيكا بقيم لف ريال من الهي العماني للعمال الخير جمعي
المهندسين العماني تنظم محاضر حل عمليات استغلال مياه الصرف الصحي وتطبيقاتها في السلطان خار
ميرجان مستقط
```",فبراير القادم علان نتاج الشهاد العام النبهاني يرع ختام مسابقات المشا بمدرعات سلطان عمان بد فعاليات متمر ماثيماتيكا الخليج م في جامع السلطان قابوس حمد السيابي يعقد اجتماعا يضم جميع عضا الوفود المشارك في البعث التنمي الاجتماعي تتسلم شيكا بقيم لف ريال من الهي العماني للعمال الخيري جمعي المهندسين العماني تنظم محاضر حول عمليات استغلال مياه الصرف الصحي وتطبيقاتها في السلطن خبار مهرجان مسقط,"        :

```
في إطار القائم علان نجاح الشهاد العام النهابي يرع ختام مسابقات المشا بمدرعات سلطان عمان بد فعاليات
متمر مايدماتكا الخليج م في جامع السلطان قابس حمد السياب يعقد اجتماعا يضم جميع عصا الوغيد
المشارك في البحث التندي الاجتماعي تسلم شيكا بقيم لف ريال من الهي العماني للعمال الخير جمعي
المهندسين العماني تنظم محاضر حل عمليات استغلال مياه الصرف الصحي وتطبيقاتها في السلطان خار
ميرجان مستقط
```"
47,<PIL.Image.Image image mode=RGB size=691x196 at 0x7FDB201E55D0>,جمع ل جمع يرع افتتاح ندو نظرات في قانوني العمل والتمينات الاجتماعي بكلي الشريع والقانون وزرا المالي والاقتصاد العرب يبحثون الملف الاقتصادي للقم العربي بتونس دول تخصص كثر من عشر مليارات دولار لصندوقي عاد العمار في العراق فاق استثماري اختلاف قياسات مشر الحري الاقتصادي بمشارك السلطن لجن النقل بالاسكوا تناقش تنفيذ اتفاق الطرق الدولي ف المشرق العرب ومذكر التفاهم المشترك ف مجال النقل البحر,"        :

جمع جمع بر اقتراح ندو نظرات في قانوني العمل والتمييز الاجتماعي بكل الشرع والقانون وزرا المالى والاقتصاد العرب يحتضن المنف الاقتصادي للقلم العربي بتجنس دول تحصص كر من عشر مليارات دولار لصندوقي عاد العمار في العراق فاق استثماري اختلاف قياسات مشر الحري الاقتصادي بمشارك السلطان لجن النشل بالاسكما تناقش تنفيذ اتفاق الطرق الدولي ف الشرق العرب ومذكر اتفاهم المشترك ف مجال النقل البحر",جمع ل جمع يرع افتتاح ندو نظرات في قانوني العمل والتمينات الاجتماعي بكلي الشريع والقانون وزرا المالي والاقتصاد العرب يبحثون الملف الاقتصادي للقم العربي بتونس دول تخصص كثر من عشر مليارات دولار لصندوقي عاد العمار في العراق فاق استثماري اختلاف قياسات مشر الحري الاقتصادي بمشارك السلطن لجن النقل بالاسكوا تناقش تنفيذ اتفاق الطرق الدولي ف المشرق العرب ومذكر التفاهم المشترك ف مجال النقل البحر,"        :

جمع جمع بر اقتراح ندو نظرات في قانوني العمل والتمييز الاجتماعي بكل الشرع والقانون وزرا المالى والاقتصاد العرب يحتضن المنف الاقتصادي للقلم العربي بتجنس دول تحصص كر من عشر مليارات دولار لصندوقي عاد العمار في العراق فاق استثماري اختلاف قياسات مشر الحري الاقتصادي بمشارك السلطان لجن النشل بالاسكما تناقش تنفيذ اتفاق الطرق الدولي ف الشرق العرب ومذكر اتفاهم المشترك ف مجال النقل البحر"
48,<PIL.Image.Image image mode=RGB size=689x194 at 0x7FDB29F20050>,ارتبط المزارع العماني بالنخل وتعهدها بالعناي والرعاي شركات التقني الكبر تكمل بعضها البعض ف قطاع العمال مسول خليجي يستبعد تغيير الدولار كمثبت مشترك للعملات الخليجي السبت القادم متمردول يناقش نقل التكنولوجيا والاستثمارات بين دول المتوسط اقبال جيد من الكويتيين عل تداول الاسهم في الاسواق الاميركي القو العامل تعمل عل توفير العديد من فرص العمل للشباب الباحثين عن عمل بكاف القطاعات الاقتصادي,"       :

""          ,         .        ,       .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .      ",ارتبط المزارع العماني بالنخل وتعهدها بالعناي والرعاي شركات التقني الكبر تكمل بعضها البعض ف قطاع العمال مسول خليجي يستبعد تغيير الدولار كمثبت مشترك للعملات الخليجي السبت القادم متمردول يناقش نقل التكنولوجيا والاستثمارات بين دول المتوسط اقبال جيد من الكويتيين عل تداول الاسهم في الاسواق الاميركي القو العامل تعمل عل توفير العديد من فرص العمل للشباب الباحثين عن عمل بكاف القطاعات الاقتصادي,"       :

""          ,         .        ,       .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .      "
49,<PIL.Image.Image image mode=RGB size=689x194 at 0x7FDB201E5B90>,تراجع اعداد حالات سرطان الرحم والمبيض في السلطن خلال السنوات الماضي نسب نجاز معظم مشاريع مدادات المياه بالداخلي بلغت ما بالما مديري التربي بظفار تنظم البرنامج التدريبي الاول حلق تطبيقي لمنسقي وزار الداخلي بمعهد الادار العام حلق تربوي في الماد العلمي والتجارب العملي لمواد العلوم بتعليمي شمال الباطن اختتام المهرجان الشعبي والقري التراثي بمنطق مجيس كل عام والجميع بلف خير خبار مهرجان مسقط,"'       :

تراجع اعداد حالات سرطان الرحم والمبيض في السلطنة خلال السنوات الماضية نسب تجار معظم مشاريع مدادات المياه بالداخلي بلفت ما بالما مديري التربي بطرق تنظم البرنامج التدريبي الأول حلق تطبيقي لمنسقي وزار الداخلي بمعدود الادار العام حلق تربوي في العاد العلمي والتجارب العملي لموراد العلوم تعليمي شمال الباطن اختدام المهرجان الشعبى والقرى التراثي بصنف مجيس كل عام والجميع يلف خير خيار مهرجان مسقط",تراجع اعداد حالات سرطان الرحم والمبيض في السلطن خلال السنوات الماضي نسب نجاز معظم مشاريع مدادات المياه بالداخلي بلغت ما بالما مديري التربي بظفار تنظم البرنامج التدريبي الاول حلق تطبيقي لمنسقي وزار الداخلي بمعهد الادار العام حلق تربوي في الماد العلمي والتجارب العملي لمواد العلوم بتعليمي شمال الباطن اختتام المهرجان الشعبي والقري التراثي بمنطق مجيس كل عام والجميع بلف خير خبار مهرجان مسقط,"'       :

تراجع اعداد حالات سرطان الرحم والمبيض في السلطنة خلال السنوات الماضية نسب تجار معظم مشاريع مدادات المياه بالداخلي بلفت ما بالما مديري التربي بطرق تنظم البرنامج التدريبي الأول حلق تطبيقي لمنسقي وزار الداخلي بمعدود الادار العام حلق تربوي في العاد العلمي والتجارب العملي لموراد العلوم تعليمي شمال الباطن اختدام المهرجان الشعبى والقرى التراثي بصنف مجيس كل عام والجميع يلف خير خيار مهرجان مسقط"
